value,date
1.136295,23:24:07
1.136295,23:24:08
1.136295,23:24:08
1.136295,23:24:08
1.136295,23:24:08
1.136295,23:24:09
1.136295,23:24:09
1.136295,23:24:09
1.136295,23:24:09
1.136295,23:24:09
1.136295,23:24:10
1.136295,23:24:10
1.136295,23:24:10
1.136295,23:24:10
1.136295,23:24:10
1.136295,23:24:11
1.136295,23:24:11
1.136295,23:24:11
1.136295,23:24:11
1.136295,23:24:11
1.136295,23:24:12
1.136295,23:24:12
1.136295,23:24:12
1.136295,23:24:12
1.136295,23:24:12
1.136305,23:24:13
1.136304,23:24:13
1.136305,23:24:13
1.136305,23:24:14
1.136305,23:24:14
1.136300,23:24:14
1.136302,23:24:15
1.136305,23:24:15
1.136305,23:24:15
1.136295,23:24:15
1.136295,23:24:16
1.136295,23:24:16
1.136295,23:24:16
1.136295,23:24:16
1.136295,23:24:17
1.136295,23:24:17
1.136295,23:24:17
1.136295,23:24:17
1.136295,23:24:17
1.136295,23:24:18
1.136295,23:24:18
1.136295,23:24:18
1.136295,23:24:19
1.136295,23:24:19
1.136295,23:24:19
1.136295,23:24:19
1.136295,23:24:20
1.136295,23:24:20
1.136295,23:24:20
1.136295,23:24:20
1.136295,23:24:20
1.136295,23:24:21
1.136295,23:24:21
1.136295,23:24:21
1.136295,23:24:21
1.136295,23:24:21
1.136295,23:24:22
1.136295,23:24:22
1.136295,23:24:22
1.136295,23:24:22
1.136295,23:24:22
1.136295,23:24:22
1.136295,23:24:23
1.136295,23:24:23
1.136295,23:24:23
1.136295,23:24:23
1.136295,23:24:24
1.136295,23:24:24
1.136295,23:24:24
1.136295,23:24:24
1.136295,23:24:24
1.136295,23:24:25
1.136295,23:24:25
1.136295,23:24:25
1.136295,23:24:25
1.136295,23:24:25
1.136295,23:24:26
1.136295,23:24:26
1.136295,23:24:26
1.136295,23:24:26
1.136295,23:24:26
1.136295,23:24:27
1.136295,23:24:27
1.136295,23:24:27
1.136295,23:24:27
1.136295,23:24:27
1.136295,23:24:27
1.136295,23:24:28
1.136295,23:24:28
1.136295,23:24:28
1.136295,23:24:28
1.136295,23:24:28
1.136295,23:24:29
1.136295,23:24:29
1.136295,23:24:29
1.136295,23:24:29
1.136295,23:24:29
1.136295,23:24:30
1.136290,23:24:30
1.136295,23:24:30
1.136295,23:24:30
1.136295,23:24:30
1.136295,23:24:31
1.136295,23:24:31
1.136295,23:24:31
1.136295,23:24:31
1.136295,23:24:31
1.136295,23:24:32
1.136295,23:24:32
1.136295,23:24:32
1.136290,23:24:32
1.136290,23:24:32
1.136295,23:24:33
1.136295,23:24:33
1.136295,23:24:33
1.136295,23:24:33
1.136295,23:24:33
1.136295,23:24:34
1.136295,23:24:34
1.136295,23:24:34
1.136295,23:24:34
1.136295,23:24:34
1.136295,23:24:34
1.136295,23:24:35
1.136295,23:24:35
1.136295,23:24:35
1.136295,23:24:35
1.136295,23:24:35
1.136295,23:24:36
1.136295,23:24:36
1.136295,23:24:36
1.136295,23:24:36
1.136295,23:24:36
1.136295,23:24:37
1.136295,23:24:37
1.136295,23:24:37
1.136295,23:24:37
1.136295,23:24:37
1.136290,23:24:38
1.136290,23:24:38
1.136290,23:24:38
1.136290,23:24:38
1.136290,23:24:38
1.136290,23:24:39
1.136290,23:24:39
1.136290,23:24:39
1.136290,23:24:39
1.136290,23:24:39
1.136290,23:24:39
1.136290,23:24:40
1.136290,23:24:40
1.136290,23:24:40
1.136295,23:24:40
1.136295,23:24:40
1.136295,23:24:41
1.136295,23:24:41
1.136295,23:24:41
1.136295,23:24:41
1.136295,23:24:41
1.136295,23:24:42
1.136295,23:24:42
1.136295,23:24:42
1.136295,23:24:42
1.136295,23:24:42
1.136290,23:24:43
1.136290,23:24:43
1.136290,23:24:43
1.136290,23:24:43
1.136290,23:24:43
1.136290,23:24:44
1.136290,23:24:44
1.136290,23:24:44
1.136290,23:24:44
1.136290,23:24:45
